영문공항명,한글공항,공항코드1(IATA),공항코드2(ICAO),지역,영문국가명,한글국가명,영문도시명,한글도시명
Kostanay Airport,코스타나이 공항,KSN,UAUU,아시아태평양,Kazakhstan,카자흐스탄,Kostanay,코스타나이
Kostroma Airport,코스트로마 공항,KMW,UUBA,유럽,Russian Federation,러시아,Kostroma,코스트로마
Kota Airport,코타 공항,KTU,VIKO,아시아태평양,India,인도,Kota,코타
Kota Bharu Sultan Ismail Petra Airport,술탄 이스마일 페트라 공항,KBR,WMKC,아시아태평양,Malaysia,말레이시아,Kota Bharu,코타바루
Kota Kinabalu International Airport,코타키나발루 국제공항,BKI,WBKK,아시아태평양,Malaysia,말레이시아,Kota Kinabalu,코타키나발루
Kotlas Airport,코틀라스 공항,KSZ,ULKK,유럽,Russian Federation,러시아,Kotlas,코틀라스
Kotlik Airport,코틀릭 공항,KOT,n/a,북아메리카,United States of America,미국,Kotlik,코틀릭
Kotzebue Airport,랄프 빈 메모리얼 공항,OTZ,PAOT,북아메리카,United States of America,미국,Kotzebue,코제뷰
Koulamoutou Airport,쿨라무투 공항,KOU,n/a,아프리카,Gabon,가봉,Koulamoutou,쿨라무투
Koumac Airport,쿠막 공항,KOC,NWWK,아시아태평양,New Caledonia,뉴칼레도니아,Koumac,쿠막
Kowanyama Airport,고완야마 공항,KWM,YKOW,아시아태평양,Australia,오스트레일리아,Kowanyama,고완야마
Koyuk Airport,코유크 알프레드 아담스 공항,KKA,PAKK,북아메리카,United States of America,미국,Koyuk,코유크
Koyukuk Airport,고유쿡 공항,KYU,PFKU,북아메리카,United States of America,미국,Koyukuk,고유쿡
Kozani Filippos Airport,코자니 내셔널 공항,KZI,LGKZ,유럽,Greece,그리스,Kozani,코자니
Kozhikode Calicut Airport,캘리컷 국제공항,CCJ,VOCL,아시아태평양,India,인도,Kozhikode,코지코드
Kozushima Airport,고즈시마 공항,KOZ,RJAZ,아시아태평양,Japan,일본,Kozushima,고즈시마
Krabi Airport,끄라비 공항,KBV,VTSG,아시아태평양,Thailand,태국,Krabi,끄라비
Krakow John Paul II Balice International Airport,크라쿠프 요한 바오로 2세 국제공항,KRK,EPKK,유럽,Poland,폴란드,Krakow,크라쿠프
Kraljevo Morava Airport,모라바 공항,KVO,LYKV,유럽,Serbia,세르비아,Kraljevo,크랄레보
Kramfors Hoga Kusten Airport,회가 쿠스텐 공항,KRF,ESNK,유럽,Sweden,스웨덴,Kramfors-Solleftea,크람포르스
Krasnodar Pashkovsky Airport,크라스노다르 국제공항,KRR,URKK,유럽,Russian Federation,러시아,Krasnodar,크라스노다르
Krasnoselkup Airport,크라스노쿱 공항,KKQ,n/a,유럽,Russian Federation,러시아,Krasnoselkup,크라스노셀쿱
Krasnoyarsk Cheremshanka Airport,크라스노야르스크 체렘샨카 공항,KCY,UNKM,유럽,Russian Federation,러시아,Krasnoyarsk,크라스노야르스크
Krasnoyarsk International Airport,예멜랴노보 국제공항,KJA,UNKL,유럽,Russian Federation,러시아,Krasnoyarsk,크라스노야르스크
Kristiansand Kjevik Airport,크리스티안산(케비크) 공항 ,KRS,ENCN,유럽,Norway,노르웨이,Kristiansand,크리스티안산
Kristianstad Airport,크리스티안스타드 공항,KID,ESMK,유럽,Sweden,스웨덴,Kristianstad,크리스티안스타드
Kristiansund Airport,크리스티안순 공항 ,KSU,ENKB,유럽,Norway,노르웨이,Kristiansund,크리스티안순
Kruger Mpumalanga International Airport,크루거 음푸말랑가 국제공항,MQP,FAKN,아프리카,South Africa,남아프리카,Mbombela,음봄벨라
Krui Muhammad Taufiq Kiemas Airport,무하마드 타우피크 키에마스 공항,TFY,WIKR,아시아태평양,Indonesia,인도네시아,Krui,크루이
Kryvyi Rih/Lozovatka International Airport,크리비리흐 국제공항,KWG,UKDR,유럽,Ukraine,우크라이나,Kryvyi Rih,크리비리흐
Kuala Lumpur International Airport,쿠알라룸푸르 국제공항,KUL,WMKK,아시아태평양,Malaysia,말레이시아,Kuala Lumpur,쿠알라룸푸르
Kuala Terengganu Sultan Mahmud Airport,술탄 마흐무드 공항,TGG,WMKN,아시아태평양,Malaysia,말레이시아,Kuala Terengganu,쿠알라트렝가누
Kuantan Airport,술탄 하지 아흐마드 샤 공항,KUA,WMKD,아시아태평양,Malaysia,말레이시아,Kuantan,쿠안탄
Kubin Village Airport,쿠빈 공항,KUG,YKUB,아시아태평양,Australia,오스트레일리아,Kubin,쿠빈
Kuching Airport,쿠칭 국제공항,KCH,WBGG,아시아태평양,Malaysia,말레이시아,Kuching,쿠칭
Kudahuvadhoo Dhaalu Airport,다알루 공항,DDD,VRMU,아시아태평양,Maldives,몰디브,Dhaalu Atoll,다알루
Kudat Airport,쿠닷 공항,KUD,n/a,아시아태평양,Malaysia,말레이시아,Kudat,쿠닷
Kufrah Airport,쿠프라 공항,AKF,HLKF,아프리카,Libya,리비아,Kufra,쿠프라
Kugluktuk/Coppermine Kugluktuk Airport,쿠글룩툭 공항,YCO,CYCO,북아메리카,Canada,캐나다,Kugluktuk,쿠글룩툭
Kuito Joaquim Kapango Airport,쿠이토 공항,SVP,FNKU,아프리카,Angola,앙골라,Kuito,쿠이투
Kukes International Airport Shaikh Zayed,쿠카스 국제공항,KFZ,LAKU,유럽,Albania,알바니아,Kukes,쿠커스
Kulhudhuffushi Airport,쿨후후푸시 공항,HDK,VRBK,아시아태평양,Maldives,몰디브,Kulhudhuffushi,쿨후두푸시
Kullorsuaq Heliport,쿨로르수아크 헬리포트,KHQ,BGKQ,유럽,Greenland,그린란드,Kullorsuaq,쿨로르수아크
Kullu Bhuntar Airport,분타르 공항,KUU,VIBR,아시아태평양,India,인도,Kullu,쿨루
Kulusuk Airport,쿨루수크 공항,KUS,BGKK,유럽,Greenland,그린란드,Kulusuk,쿨루수크
Kulyab Airport,쿨롭 공항,TJU,UTDK,아시아태평양,Tajikistan,타지키스탄,Kulob,쿨롭
Kumamoto Airport,구마모토 공항,KMJ,RJFT,아시아태평양,Japan,일본,Kumamoto,구마모토
Kume-jima Airport,구메지마 공항,UEO,ROKJ,아시아태평양,Japan,일본,Kumejima,구메지마
Kunda Deoghar Airport,데오가르 공항,DGH,VEDO,아시아태평양,India,인도,Deoghar,데오가르
Kundiawa Chimbu Airport,침부 공항,CMU,n/a,아시아태평양,Papua New Guinea,파푸아뉴기니,Kundiawa,쿤디아와
Kunduz Airport,쿤두즈 공항,UND,OAUZ,아시아태평양,Afghanistan,아프가니스탄,Kunduz,쿤두즈
Kunming Changshui International Airport,쿤밍 창수이 국제공항,KMG,ZPPP,아시아태평양,China,중국,Kunming,쿤밍
Kununurra East Kimberley Regional Airport,이스트 킴벌리 공항,KNX,YPKU,아시아태평양,Australia,오스트레일리아,Kununurra,쿠누누라
Kuopio Airport,쿠오피오 공항,KUO,EFKU,유럽,Finland,핀란드,Kuopio,쿠오피오
Kupang El Tari Airport,엘 타리 공항,KOE,WATT,아시아태평양,Indonesia,인도네시아,Kupang,쿠팡
Kuqa Qiuci Airport,쿠카 추치 공항,KCA,ZWKC,아시아태평양,China,중국,Kuqa,쿠차
Kuressaare Airport,쿠레사레 공항,URE,EEKE,유럽,Estonia,에스토니아,Kuressaare,쿠레사레
Kurgan Airport,쿠르간 공항,KRO,USUU,유럽,Russian Federation,러시아,Kurgan,쿠르간
Kuria Airport,쿠리아 공항,KUC,NGKT,아시아태평양,Kiribati,키리바시,Kuria,쿠리아
Kursk Vostochny Airport,쿠르스크 보스토크니 공항,URS,UUOK,유럽,Russian Federation,러시아,Kursk,쿠르스크
Kushinagar International Airport,쿠시나가라 국제공항,KBK,VEKI,아시아태평양,India,인도,Kushinagar,쿠시나가르
Kushiro Airport,구시로 공항,KUH,RJCK,아시아태평양,Japan,일본,Kushiro,구시로
Kutacane Alas Leuser Airport,쿠타카네 알라스 레우저 공항,LSR,WIMU,아시아태평양,Indonesia,인도네시아,Kutacane,쿠타카네
Kutahya Airport,쿠타히아 공항,n/a,LTBN,중동,Turkiye,터키,Kutahya,퀴타히아
Kutaisi Airport,데이비드 더 빌더 쿠타이시 국제공항,KUT,UGKO,유럽,Georgia,조지아,Kutaisi,쿠타이시
Kuujjuaq Airport,쿠주악 공항,YVP,CYVP,북아메리카,Canada,캐나다,Kuujjuaq,쿠주악
Kuujjuarapik Airport,쿠주아라픽 공항,YGW,CYGW,북아메리카,Canada,캐나다,Kuujjuarapik,쿠주아라픽
Kuummiut Heliport,쿠미우트 헬리포트,KUZ,BGKM,유럽,Greenland,그린란드,Kuummiut,쿠미우트
Kuusamo Airport,쿠사모 공항,KAO,EFKS,유럽,Finland,핀란드,Kuusamo,쿠사모
Kuwait International Airport,쿠웨이트 국제공항,KWI,OKBK,중동,Kuwait,쿠웨이트,Kuwait,쿠웨이트
Kwailibesi Airport,콰일라베시 공항,KWS,n/a,아시아태평양,Solomon Islands,솔로몬 제도,Kwailabesi,콰일라베시
Kwajalein Airport,부숄츠 육군 비행장,KWA,PKWA,아시아태평양,Marshall Islands,마샬 군도,Kwajalein,콰잘레인
Kwajalein Atoll Elenak Airport,엘레낙 공항,EAL,n/a,아시아태평양,Marshall Islands,마샬 군도,Mejato Island,메자토아일랜드
Kwethluk Airport,웨트룩 공항,KWT,PFKW,북아메리카,United States of America,미국,Kwethluk,퀘슬룩
Kwigillingok Airport,크위길링곡 공항,KWK,PAGG,북아메리카,United States of America,미국,Kwigillingok,크위길링곡
Kyaukpyu Airport,캬욱퓨 공항,KYP,VYKP,아시아태평양,Myanmar,미얀마,Kyaukpyu,차욱퓨
Kyiv Boryspil International Airport,보리스필 국제공항,KBP,UKBB,유럽,Ukraine,우크라이나,Kyiv,키이우
Kyiv Igor Sikorsky International Airport,키예프 국제공항,IEV,UKKK,유럽,Ukraine,우크라이나,Kyiv,키이우
Kythira Airport,키티라 아일랜드 내셔널 공항,KIT,LGKC,유럽,Greece,그리스,Kythira,키티라 섬
Kyzyl Airport,키질 공항,KYZ,UNKY,유럽,Russian Federation,러시아,Kyzyl,키질
Kyzyl-Kiya Airport,키질기야 공항,n/a,UAFS,아시아태평양,Kyrgyzstan,키르기스스탄,Kyzyl-Kiya,키질키야
Kyzylorda Airport,키질로르다 공항,KZO,UAOO,아시아태평양,Kazakhstan,카자흐스탄,Kyzylorda,크즐로르다
La Ceiba Goloson International Airport,골로손 국제공항,LCE,MHLC,라틴아메리카,Honduras,온두라스,La Ceiba,라세이바
La Chorrera Airport,라 초레라 공항,LCR,n/a,라틴아메리카,Colombia,콜롬비아,La Chorrera,라초레라
La Crosse Regional Airport,라크로스 공항,LSE,KLSE,북아메리카,United States of America,미국,La Crosse,라크로스
La Cumbre Airport,라 쿰브레 공항,LCM,n/a,라틴아메리카,Argentina,아르헨티나,La Cumbre,라쿰브레
La Fria Airport,라 프리아 공항,LFR,SVLF,라틴아메리카,Venezuela,베네수엘라,La FrIa,라프리아
La Gomera Airport,라 고메라 공항,GMZ,GCGM,유럽,Spain,스페인,La Gomera,라고메라
La Grande Airport,라 그랑드 리비에르 공항,YGL,CYGL,북아메리카,Canada,캐나다,Radisson River,래디슨리버
La Isabela International Airport,라 이사벨라 국제공항,JBQ,MDJB,카리브해,Dominican Republic,도미니카공화국,Santo Domingo,산토도밍고
La Macarena Airport,라 마카레나 공항,LMC,SKNA,라틴아메리카,Colombia,콜롬비아,La Macarena,라마카레나
La Palma Airport,캡틴 라몬 자트루치 공항,PLP,MPLP,라틴아메리카,Panama,파나마,La Palma,라팔마
La Paz El Alto Airport,엘 알토 국제공항,LPB,SLLP,라틴아메리카,Bolivia,볼리비아,La Paz,라파스
La Paz Leon International Airport,마누엘 마르케스 데 레온 국제공항,LAP,MMLP,라틴아메리카,Mexico,멕시코,La Paz,라파스
La Pedrera Airport,라 페드레라 공항,LPD,n/a,라틴아메리카,Colombia,콜롬비아,La Pedrera,라페드레라
La Plata Airport,라 플라 타 공항,LPG,SADL,라틴아메리카,Argentina,아르헨티나,La Plata,라플라타
La Primavera Airport,라 프리마베라 공항,LPE,SKIM,라틴아메리카,Colombia,콜롬비아,La Primavera,라프리마베라
La Reunion Roland Garros Airport,롤랑 가로스 공항,RUN,FMEE,아프리카,Reunion,리유니온,StDenis,생드니
La Rioja Airport,카피탄 비센테 알만도스 알모나시드 공항,IRJ,SANL,라틴아메리카,Argentina,아르헨티나,La Rioja,라리오하
La Rochelle Laleu Airport,라 로셸 일레 드 레 공항,LRH,LFBH,유럽,France,프랑스,La Rochelle,라로셸
La Romana International Airport,라 로마나 국제공항,LRM,MDLR,카리브해,Dominican Republic,도미니카공화국,La Romana,라로마나
La Ronge Airport,라 롱즈 공항,YVC,CYVC,북아메리카,Canada,캐나다,La Ronge,라롱주
La Serena La Florida Airport,라 플로리다 공항,LSC,SCSE,라틴아메리카,Chile,칠레,La Serena,라세레나
La Seu d'Urgell Airport,라 세우 두르겔 공항,LEU,LESU,유럽,Spain,스페인,La Seu d'Urgell,라세우두르겔
La Tabatiere Airport,라 타바티에르 공항,ZLT,n/a,북아메리카,Canada,캐나다,La Tabatiere,라타바티에르
La Tortuga Island Airport,라 토르투가 섬 공항,n/a,SVDA,라틴아메리카,Venezuela,베네수엘라,La Tortuga,라토르투가
Laayoune Hassan I Airport,하산 I 공항,EUN,GMML,아프리카,Morocco,서사하라,Laayoune,엘아이운
Labasa Airport,라바사 공항,LBS,NFNL,아시아태평양,Fiji,피지,Labasa,라바사
Labrea Airport,라브레아 공항,LBR,SWLB,라틴아메리카,Brazil,브라질,Labrea,라브레아
Labuan Airport,라부앙 공항,LBU,WBKL,아시아태평양,Malaysia,말레이시아,Labuan,라부안
Labuha Oesman Sadik Airport,오스만 사디크 공항,LAH,WAEL,아시아태평양,Indonesia,인도네시아,Labuha,라부하
Lac Brochet Airport,락 브로셰 공항,XLB,n/a,북아메리카,Canada,캐나다,Lac Brochet,락브로셰
Lae Island Airport,라에 공항,LML,n/a,아시아태평양,Marshall Islands,마샬 군도,Lae Atoll,라에
Lae Nadzab Airport,라에 나드잡 공항,LAE,AYNZ,아시아태평양,Papua New Guinea,파푸아뉴기니,Lae,라에
Laeso Airport,라소 공항,BYR,EKLS,유럽,Denmark,덴마크,Laeso,레쇠
Lafayette Regional Airport,라파예트 공항,LFT,KLFT,북아메리카,United States of America,미국,Lafayette,라피엣
Lages Airport,안토니오 코레이아 핀토 데 마세도 공항,LAJ,SBLJ,라틴아메리카,Brazil,브라질,Lages,라지스
Laghouat L'Mekrareg Airport,라구아트 공항,LOO,DAUL,아프리카,Algeria,알제리,Laghouat,라구아트
Lago Agrio Airport,라고 아그리오 공항,LGQ,n/a,라틴아메리카,Ecuador,에콰도르,Lagoagrio,라고아그리오
Lagos Murtala Muhammed International Airport,무르탈라 모하메드 국제공항,LOS,DNMM,아프리카,Nigeria,나이지리아,Lagos,라고스
Laguindingan International Airport,라긴딩안 공항,CGY,RPMY,아시아태평양,Philippines,필리핀,Cagayan de Oro,카가얀데오로
Lahad Datu Airport,라하드 다투 공항,LDU,WBKD,아시아태평양,Malaysia,말레이시아,Lahad Datu,라하드다투
Lahat Pagar Alam Airport,아퉁 붕수 공항,PXA,WIPJ,아시아태평양,Indonesia,인도네시아,Pagar Alam,파가르알람
Lahore Allama Iqbal International Airport,알라마 이크발 국제공항,LHE,OPLA,아시아태평양,Pakistan,파키스탄,Lahore,라호르
Lahr Black Forest Airport,라르 공항,LHA,EDTL,유럽,Germany,독일,Lahr,라르
Lake Baringo Airport,레이크 바링고 공항,LBN,n/a,아프리카,Kenya,케냐,Lake Baringo,레이크바링고
Lake Charles Chennault International Airport,첸노 국제공항,CWF,KCWF,북아메리카,United States of America,미국,Lake Charles,레이크찰스
Lake Charles Regional Airport,레이크 찰스 공항,LCH,KLCH,북아메리카,United States of America,미국,Lake Charles,레이크찰스
Lake Evella Airport,레이크 에벨라 공항,LEL,YLEV,아시아태평양,Australia,오스트레일리아,Gapuwiyak,가푸위약
Lake Macquarie Airport,레이크 맥쿼리 공항,BEO,YLMQ,아시아태평양,Australia,오스트레일리아,Newcastle,뉴캐슬
Lake Manyara Airport,레이크 만야라 공항,LKY,HTLM,아프리카,Tanzania,탄자니아,Lake Manyara,레이크만야라
Lake Minchumina Airport,레이크 민추미나 공항,LMA,PAMH,북아메리카,United States of America,미국,Lake Minchumina,레이크민추미나
Lake Murray Airport,레이크 머레이 공항,LMY,n/a,아시아태평양,Papua New Guinea,파푸아뉴기니,Lake Murray,레이크머레이
Lake Simcoe Regional Airport,레이크 심코 지역공항,YLK,CYLS,북아메리카,Canada,캐나다,Barrie-Orillia,배리
Lake Tahoe Airport,레이크 타호 공항,TVL,KTVL,북아메리카,United States of America,미국,Lake Tahoe,레이크타호
Lakeba Airport,라케바 공항,LKB,NFNK,아시아태평양,Fiji,피지,Lakeba Island,라케바섬
Lakefield Airport,레이크필드 공항,LFP,YLFD,아시아태평양,Australia,오스트레일리아,Lakefield,레이크필드
Lakeland Linder International Airport,레이크랜드 린더 국제공항,LAL,KLAL,북아메리카,United States of America,미국,Lakeland,레이클랜드
Lakselv Banak Airport,바낙 공항,LKL,ENNA,유럽,Norway,노르웨이,Lakselv,락셀브
Lalibela Airport,랄리벨라 공항,LLI,HALL,아프리카,Ethiopia,이디오피아,Lalibela,랄리벨라
Lamap Airport,말레쿨라 공항,LPM,NVSL,아시아태평양,Vanuatu,바누아투,Lamap,라마프
Lamen Bay Airport,라멘 베이 공항,LNB,NVSM,아시아태평양,Vanuatu,바누아투,Lamen Bay,라멘베이
Lamerd Airport,라머드 공항,LFM,OISR,중동,Iran,이란,Lamerd,라메르드
Lamezia Terme Airport,라메지아 테르메 국제공항,SUF,LICA,유럽,Italy,이탈리아,Lamezia Terme,라메치아테르메
Lamidanda Airport,라미단다 공항,LDN,n/a,아시아태평양,Nepal,네팔,Lamidanda,라미단다
Lampang Airport,람팡 공항,LPT,VTCL,아시아태평양,Thailand,태국,Lampang,람팡
Lampedusa Airport,람페두사 공항,LMP,LICD,유럽,Italy,이탈리아,Lampedusa,람페두사
Lamu Airport,만다 공항,LAU,HKLU,아프리카,Kenya,케냐,Lamu,라무
Lanai Airport,라나이 공항,LNY,PHNY,북아메리카,United States of America,미국,Lanai City,라나이시티
Lancang Jingmai Airport,란창 징마이 공항,JMJ,n/a,아시아태평양,China,중국,Lancang,란창
Lancaster Airport,랭커스터 공항,LNS,KLNS,북아메리카,United States of America,미국,Lancaster,랭커스터
Land's End Airport,랜즈엔드 공항,LEQ,EGHC,유럽,United Kingdom,영국,Land'sEnd,랜즈엔드
Langgur Dumatubun Airport,카렐 사드수이투분 공항,LUV,WAXX,아시아태평양,Indonesia,인도네시아,Langgur,랑구르
